PART,CONDITION
VENTILATION INLET PLENUMS,Not Detected
VENTILATION INLET PLENUMS,Not Detected
VENTILATION INLET PLENUMS,Not Detected
VENTILATION INLET PLENUMS,Not Detected
VENTILATION INLET PLENUMS,Not Detected
VENTILATION INLET PLENUMS,Not Detected
VENTILATION INLET PLENUMS,Not Detected
VENTILATION INLET PLENUMS,Not Detected
VENTILATION INLET PLENUMS,Not Detected
VENTILATION INLET PLENUMS,Not Detected
VENTILATION INLET PLENUMS,Not Detected
VENTILATION INLET PLENUMS,Not Detected
VENTILATION INLET PLENUMS,Not Detected
VENTILATION INLET PLENUMS,Not Detected
VENTILATION INLET PLENUMS,Not Detected
VENTILATION INLET PLENUMS,Not Detected
VENTILATION INLET PLENUMS,Not Detected
VENTILATION INLET PLENUMS,Not Detected
VENTILATION INLET PLENUMS,Not Detected
VENTILATION INLET PLENUMS,Not Detected
VENTILATION INLET PLENUMS,Not Detected
VENTILATION INLET PLENUMS,Not Detected
BELLMOUT,FAST
ACCESS,INSUFFICIENT
VENT,DIRTY
VENT,DIRTY
VENT,DIRTY
VENT,DIRTY
SENSOR,DAMAGE
SENSOR,DAMAGE
Not Detected,BROKEN
COVER,MISSING
DEHYDRATOR CARTRIDGE,DEGRADED
Not Detected,WORN
Not Detected,WORN
Not Detected,WORN
FILTER,WORN
FILTER,WORN
FILTER,WORN
FILTER,WORN
FILTER,WORN
FILTER,WORN
FILTER,WORN
FILTER,WORN
FILTER,WORN
FILTER,WORN
WATE,LEAKING
Not Detected,DEGRADED
Not Detected,DEGRADED
Not Detected,DEGRADED
Not Detected,DEGRADED
Not Detected,DEGRADED
Not Detected,DEGRADED
Not Detected,DEGRADED
Not Detected,DEGRADED
Not Detected,DEGRADED
Not Detected,DEGRADED
VENT DUCT,DAMANGED
LAGGING,REPLACE
FCU,INOP
FILTERS,REQUIRED
FILTERS,REQUIRED
PUMP,OUT UNIT
CONDENSER FOULING,Not Detected
REMOTE,Not Detected
REMOTE,Not Detected
FCU 16AF FILTER,Not Detected
CLEAN VENT,Not Detected
COIL,RUPTURED
COIL,RUPTURED
ACCESS PANEL,LACKS
AIR FILTERS,DIRTY
COVER GASKET,DETERIORATED
COOLING COIL,CORRODED
COOLING COIL,CORRODED
COOLING COIL,CORRODED
SPKRS,INOP
SPKRS,INOP
SPKRS,INOP
SPKRS,INOP
SPKRS,INOP
SPKRS,Not Detected
SPKRS,Not Detected
SPKRS,Not Detected
SPKRS,Not Detected
SPKRS,Not Detected
SPKRS,Not Detected
SPKRS,Not Detected
SPKRS,Not Detected
SPKRS,Not Detected
SPKRS,Not Detected
SPKRS,Not Detected
SPKRS,Not Detected
SPKRS,Not Detected
FCU FILTERS,DEGRADED
FCU FILTERS,DEGRADED
FILTER,REQUIRED
FILTER,REQUIRED
PREHEATER,CORRODED
Not Detected,NO POWER
BRACKET,BROKEN
VENTILATION INLET PLENUMS,Not Detected
VENTILATION INLET PLENUMS,Not Detected
VENTILATION INLET PLENUMS,Not Detected
VENTILATION INLET PLENUMS,Not Detected
VENTILATION INLET PLENUMS,Not Detected
VENTILATION INLET PLENUMS,Not Detected
VENTILATION INLET PLENUMS,Not Detected
VENTILATION INLET PLENUMS,Not Detected
VENTILATION INLET PLENUMS,Not Detected
VENTILATION INLET PLENUMS,Not Detected
VENTILATION INLET PLENUMS,Not Detected
VENTILATION INLET PLENUMS,Not Detected
VENTILATION INLET PLENUMS,Not Detected
VENTILATION INLET PLENUMS,Not Detected
VENTILATION INLET PLENUMS,Not Detected
VENTILATION INLET PLENUMS,Not Detected
VENTILATION INLET PLENUMS,Not Detected
VENTILATION INLET PLENUMS,Not Detected
VENTILATION INLET PLENUMS,Not Detected
VENTILATION INLET PLENUMS,Not Detected
VENTILATION INLET PLENUMS,Not Detected
VENTILATION INLET PLENUMS,Not Detected
VENTILATION INLET PLENUMS,Not Detected
VENTILATION INLET PLENUMS,Not Detected
FAN COIL UNIT HOLE,Not Detected
GAGES NEED CALIBRATION,Not Detected
STRAINER,DEGRADED
MOTOR,DAMAGED
BENT,Not Detected
VENT DUCT,CORROSION
AC PLANT,REPLACE
AC PLANT,REPLACE
.,DEGRADED
Not Detected,LOW FL SWITCH
CONTACTOR,FAILING
CONTACTOR,FAILING
CONTACTOR,FAILING
CONTACTOR,FAILING
Not Detected,PMS
VENT SYSTEM,CLEANING
VENT SYSTEM,CLEANING
VENT SYSTEM,CLEANING
VENT SYSTEM,CLEANING
VENT SYSTEM,CLEANING
VENT SYSTEM,CLEANING
VENT SYSTEM,CLEANING
VENT SYSTEM,CLEANING
CW VALVE,LEAKS
COOLING COIL,LEAKING
Not Detected,DEGRADED
MTRCONT,FAULTY
Not Detected,DEPLETED
FILTER,DIRTY
AIR FILTERS,DIRTY
CELL COUPLING DRIPPING,Not Detected
CELL COUPLING DRIPPING,Not Detected
CELL COUPLING DRIPPING,Not Detected
CELL COUPLING DRIPPING,Not Detected
CELL COUPLING DRIPPING,Not Detected
FAILING VENTILATION FAN,Not Detected
FAILING VENTILATION FAN,Not Detected
HOUSING,FLTR
AC GROOMING,Not Detected
AC GROOMING,Not Detected
AC GROOMING,Not Detected
AC GROOMING,Not Detected
CONDENSER,FOULED
FCU FILTERS,REPLACEMENT
FCU FILTERS,REPLACEMENT
FCU FILTERS,REPLACEMENT
FCU FILTERS,REPLACEMENT
FCU FILTERS,REPLACEMENT
FCU FILTERS,Not Detected
FCU FILTERS,Not Detected
FCU FILTERS,Not Detected
FCU FILTERS,Not Detected
FCU FILTERS,Not Detected
FCU FILTERS,Not Detected
FCU FILTERS,Not Detected
FCU FILTERS,REPLACEMENT
FCU FILTERS,REPLACEMENT
FCU FILTERS,REPLACEMENT
FCU FILTERS,Not Detected
FCU FILTERS,Not Detected
FCU FILTERS,Not Detected
FCU FILTERS,Not Detected
FCU FILTERS,Not Detected
FCU FILTERS,Not Detected
VENT MISSING COVER,Not Detected
Not Detected,PMS
DUCT HEATER,Not Detected
FILTERS,DIRTY
FILTERS,DIRTY
FILTERS,DIRTY
FILTERS,DIRTY
VENTILATION INLET PLENUMS,Not Detected
VENTILATION INLET PLENUMS,Not Detected
VENTILATION INLET PLENUMS,Not Detected
VENTILATION INLET PLENUMS,Not Detected
VENTILATION INLET PLENUMS,Not Detected
VENTILATION INLET PLENUMS,Not Detected
VENTILATION INLET PLENUMS,Not Detected
VENTILATION INLET PLENUMS,Not Detected
VENTILATION INLET PLENUMS,Not Detected
VENTILATION INLET PLENUMS,Not Detected
VENTILATION INLET PLENUMS,Not Detected
VENTILATION INLET PLENUMS,Not Detected
VENT,Not Detected
VENT,Not Detected
VENT,Not Detected
VENT,Not Detected
VENT,Not Detected
VENT,Not Detected
LAGGING,DAMAGED
AC DISPLAY SCRREN FADED,Not Detected
PURGE UNIT,DEGRADED
Not Detected,LIGHT OUT
CHILLWATER FLOW METER,DEGRADED
SUPPLY VENT COVER,MISSING
FCU,CORRODED
FILTER,Not Detected
FILTER,Not Detected
GASKET SWING CHECK VLV,REPLACE
SW SWING CHK VL,REPLACE
VLV,REPLACE
26MC,INOP
DISPLAY,BROKEN
QOAC,MISSING
FAN COIL,Not Detected
FCU LEAKAGE,Not Detected
EXCESSIVE,CONDENSATION
VENT COOLING COIL,LEAKING
VENT COVER,DEGRADED
5MC,LOW VOLUME
VENT SYSTEM,CLEANING
VENT SYSTEM,CLEANING
VENT SYSTEM,CLEANING
VENT SYSTEM,CLEANING
VENT SYSTEM,CLEANING
VENT SYSTEM,CLEANING
VENT SYSTEM,CLEANING
VENT SYSTEM,CLEANING
VENT SYSTEM,CLEANING
VENT SYSTEM,CLEANING
VENT SYSTEM,CLEANING
VENT SYSTEM,CLEANING
VENT SYSTEM,CLEANING
PULLEY,INCORRECT
PULLEY,INCORRECT
PULLEY,INCORRECT
PULLEY,INCORRECT
Not Detected,SEIZED
CHL WTR,LEAKING
AIR FILTERS,DIRTY
VENT COVER,DEGRADED
Not Detected,INOP
FILTER,DIRTY
VAVLES,LEAK
VAVLES,LEAK
VAVLES,LEAK
VALVES,LEAK
VALVES,LEAK
VALVES,LEAK
PREHEATER,REPLACE
VENT SY,CORROSION
VENTILATION INLET PLENUMS,Not Detected
VENTILATION INLET PLENUMS,Not Detected
VENTILATION INLET PLENUMS,Not Detected
VENTILATION INLET PLENUMS,Not Detected
VENTILATION INLET PLENUMS,Not Detected
VENTILATION INLET PLENUMS,Not Detected
VENTILATION INLET PLENUMS,Not Detected
VENTILATION INLET PLENUMS,Not Detected
VENTILATION INLET PLENUMS,Not Detected
VENTILATION OUTLET PLENUMS,Not Detected
VENT,SPACE
Not Detected,Not Detected
Not Detected,Not Detected
Not Detected,Not Detected
Not Detected,Not Detected
Not Detected,Not Detected
ECSC,FAULT
TRANSDUCER CAL VALVE,LEAKS
Not Detected,PIN
Not Detected,PIN
FILTERS,DIRTY
STEAM TRAP,DEGRADED
SCREW,MISSING
ANNOUNCING SYSTEMS ASSES,"CAPS,"
STRING,DEGRADED
FILTERS,DIRTY
FILTERS,DIRTY
FILTERS,DIRTY
DAMPER CONTROL SWITCH,INOP
VENT SYSTEM,CLEANING
VENT SYSTEM,CLEANING
VENT SYSTEM,CLEANING
VENT SYSTEM,CLEANING
VENT SYSTEM,CLEANING
VENT SYSTEM,CLEANING
VENT SYSTEM,CLEANING
VENT SYSTEM,CLEANING
VENT SYSTEM,CLEANING
VENT SYSTEM,CLEANING
VENT SYSTEM,CLEANING
VENT SYSTEM,CLEANING
VENT SYSTEM,CLEANING
VENT SYSTEM,CLEANING
VENT SYSTEM,CLEANING
VENT SYSTEM,CLEANING
VENT SYSTEM,CLEANING
VENT SYSTEM,CLEANING
46MC AMPLIFIER ASSMBLY AMP,Not Detected
KNOB,MISSING
Not Detected,CLOGGED
SIEZED MOTOR,Not Detected
BEARING,WORN
Not Detected,Not Detected
SCREWS,MISSING
CORROSION TREATMENT,Not Detected
MAC WILL,NOT START
Not Detected,BLOCKED
TYPE,Not Detected
SWGR UNIT CLR ABNORMAL NOISE,Not Detected
C VENTILATION UNIT,BROKEN
FAN,INOPERABLE
FAN,INOPERABLE
FAN,INOPERABLE
FAN,INOPERABLE
FAN,INOPERABLE
FAN,INOPERABLE
FAN,INOPERABLE
FAN,INOPERABLE
FAN,INOPERABLE
FAN,INOPERABLE
FAN,INOPERABLE
FAN,INOPERABLE
FAN,INOPERABLE
FAN,INOPERABLE
FAN,INOPERABLE
FAN,INOPERABLE
FAN,INOPERABLE
FAN,INOPERABLE
FAN,INOPERABLE
FAN,INOPERABLE
FAN,INOPERABLE
Not Detected,Not Detected
Not Detected,Not Detected
Not Detected,Not Detected
Not Detected,Not Detected
Not Detected,Not Detected
FCU,INTERIOR
SPEAKER GROUPS,GROUNDED
AC SYSTEM,GROOMING
VENTILATION COVERS,MISSING
VENTILATION COVERS,MISSING
VENTILATION COVERS,MISSING
VENTILATION COVERS,MISSING
VENTILATION ACCESS COVER,Not Detected
FAN RECIRC UNIT,NEEDS PAINT
VENT OUTLET,Not Detected
DIFF PRESS GAGE,INOPT
LAGGING,Not Detected
Not Detected,LEAK
Not Detected,LEAK
Not Detected,LEAK
Not Detected,LEAK
NOT CLOSING,Not Detected
RPLACEMENT,Not Detected
COIL,RUPTURED
COIL,RUPTURED
ACCESS PANEL,MISSING
RELIEF VALVE FAILURE,Not Detected
PUMP COMPONENTS,WORN
PUMP COMPONENTS,WORN
PUMP COMPONENTS,WORN
PUMP COMPONENTS,WORN
PUMP COMPONENTS,WORN
PUMP COMPONENTS,WORN
PUMP COMPONENTS,WORN
PUMP COMPONENTS,WORN
PUMP COMPONENTS,WORN
PUMP COMPONENTS,WORN
SW DISCH SIDE,LEAK
VENT,CORRODED
VENT,CORRODED
VENT,CORRODED
PMP ASSEMBLY,FITTED
AIR FILTERS,WORN OUT
JUMP,PRIME
VALVE,LEAKING
VALVE,LEAKS
VALVE,LEAKS
VALVE,LEAKS
FCU PANEL,MISSING
FCU BOLTS,MISSING
FCU BOLTS,MISSING
FCU BOLTS,MISSING
RELIEF VLV,Not Detected
POSITION INDICATOR,MISSING
POSITION INDICATOR,MISSING
Not Detected,Not Detected
AIR CONDITIONING PLANT,POET
AIR CONDITIONING PLANT,POET
Not Detected,Not Detected
Not Detected,.
Not Detected,Not Detected
Not Detected,Not Detected
Not Detected,Not Detected
Not Detected,Not Detected
Not Detected,Not Detected
Not Detected,Not Detected
Not Detected,.
Not Detected,Not Detected
Not Detected,Not Detected
Not Detected,Not Detected
Not Detected,Not Detected
Not Detected,Not Detected
Not Detected,Not Detected
AIR CONDITIONING PLANT,POET
AIR CONDITIONING PLANT,POET
Not Detected,Not Detected
SPARE FILTERS,Not Detected
SPARE FILTERS,Not Detected
SPARE FILTER,Not Detected
SPEAKER GROUPS,GROUNDED
SPEAKER GROUPS,GROUNDED
SPEAKER GROUPS,GROUNDED
APD LVPS,Not Detected
FAN FAILED,Not Detected
CLG COIL,Not Detected
Not Detected,LEAKS
THERMAL,REPLACEMENT
THERMAL,REPLACEMENT
THERMAL,REPLACEMENT
AC PPO UNIT,Not Detected
MOTOR,Not Detected
VENTILATION,NEEDS PRESERVATION
SUPPLY SYSTEM,MOLD
VENT COVER,Not Detected
VCP,INOP
VENT SCREEN,MISSING
VENT SYSTEM,CLEANING
COOLING COIL,BROKEN
RELIEF VALVE,BROKEN
RELIEF VALVE,BROKEN
SCREWS,MISSING
FILTER,DIRTY
FILTER,DIRTY
FILTERS,DIRTY
FILTERS,DIRTY
FAN UNITS,Not Detected
SUPPLY MOTOR,INOP
SUPPLY MOTOR,INOP
PREHEATER,RUPTURED
VENT SYSTEM,CLEANING
SW PIPE,LEAK
AMPLIFIER,INOP
PREHEATER,LEAKING
FILTERS,DAMAGED
FILTERS,DAMAGED
FILTERS,DAMAGED
FILTERS,DAMAGED
ACCESS,NO FAN BLADE
Not Detected,Not Detected
Not Detected,Not Detected
Not Detected,Not Detected
Not Detected,Not Detected
Not Detected,Not Detected
Not Detected,Not Detected
Not Detected,Not Detected
Not Detected,Not Detected
Not Detected,Not Detected
Not Detected,Not Detected
PROPULSION VENTILATION,"CAPS,"
PROPULSION VENTILATION,"CAPS,"
VENTILATION INLET PLENUMS,Not Detected
VENTILATION INLET PLENUMS,Not Detected
VENTILATION INLET PLENUMS,Not Detected
VENTILATION INLET PLENUMS,Not Detected
SPEAKER GROUPS,GROUNDED
SPEAKER GROUPS,GROUNDED
FCU,Not Detected
#,GROOMING
#,GROOMING
#,GROOMING
#,GROOMING
#,GROOMING
#,GROOMING
#,GROOMING
VENT INLET,Not Detected
CHW SUPPLY,NEEDED ON
VARIBLE ORFICE,INOP
VANES,WORN OUT PRE
BUTTERFLY VALVES,DEGRADED
BUTTERFLY VALVES,DEGRADED
STEAM TRAP,DEGRADED
STEAM TRAP,DEGRADED
LAGGING,DETERIORATED
FCU FILTER,Not Detected
FCU FILTER,Not Detected
FCU FILTER,Not Detected
FCU FILTER,Not Detected
FCU FILTER,Not Detected
FCU FILTER,Not Detected
FCU FILTER,Not Detected
FCU FILTER,Not Detected
FCU FILTER,Not Detected
FCU FILTER,Not Detected
Not Detected,Not Detected
VENT SYSTEM,DIRTY
VENT SYSTEM,DIRTY
COOLING COIL,DEGRADED
Not Detected,Not Detected
Not Detected,Not Detected
Not Detected,Not Detected
Not Detected,Not Detected
Not Detected,Not Detected
Not Detected,Not Detected
Not Detected,Not Detected
Not Detected,Not Detected
Not Detected,Not Detected
VENT HOOD,LEAK
YOKE BEARINGFOR,BROKEN
VALVE,FAILED
VALVE,FAILED
VALVE,FAILED
MAC UNIT FILTER,ORDER
MAC UNIT,DIRTY
MAC UNIT,DIRTY
MAC UNIT,DIRTY
MAC UNIT,DIRTY
MAC SEAL,LEAKING
MAC SEAL,LEAKING
MAC SEAL,LEAKING
MAC SEAL,LEAKING
MAC SEAL,LEAKING
MAC SEAL,LEAKING
MAC SEAL,LEAKING
MAC SEAL,LEAKING
MAC SEAL,LEAKING
MAC SEAL,LEAKING
MAC SEAL,LEAKING
MAC SEAL,LEAKING
MAC SEAL,LEAKING
RELIEF VLV,POP
RELIEF VLV,Not Detected
RELIEF VALVE,Not Detected
LABEL PLATE,Not Detected
INDICATOR,OUT
INDICATOR,OUT
FILTERS,WORN
FILTERS,WORN
FILTERS,WORN
FILTERS,WORN
FILTERS,WORN
FILTERS,WORN
FILTERS,WORN
FILTERS,WORN
FILTERS,WORN
FILTERS,WORN
FILTERS,WORN
FILTERS,WORN
FILTERS,WORN
FILTERS,WORN
FILTERS,WORN
SWITCH,INOPERABLE
VENT SYSTEM,CLEANING
AIR FILTERS,Not Detected
ACCESS PANEL KNOBS,MISSING
ACCESS COVER,MISSING
VENT SYSTEM,CLEANING
TYPE,Not Detected
CLIPS,MISSING
ACCESS COVER,MISSING
VENTILATION,INOP
ZINC PLUGS,Not Detected
UPS,DEGRADED
UPS,DEGRADED
UPS,DEGRADED
VENTILATION INLET PLENUMS,Not Detected
VENTILATION INLET PLENUMS,Not Detected
VENTILATION INLET PLENUMS,Not Detected
VENTILATION INLET PLENUMS,Not Detected
VENTILATION INLET PLENUMS,Not Detected
VENTILATION INLET PLENUMS,Not Detected
VENTILATION INLET PLENUMS,Not Detected
VENTILATION INLET PLENUMS,Not Detected
VENTILATION INLET PLENUMS,Not Detected
VENTILATION INLET PLENUMS,Not Detected
VENTILATION INLET PLENUMS,Not Detected
VENTILATION INLET PLENUMS,Not Detected
VENTILATION INLET PLENUMS,Not Detected
VENTILATION INLET PLENUMS,Not Detected
GASKET,DEGRADED
SPEAKER GROUPS,GROUNDED
SPEAKER,GROUNDED
FIND,Not Detected
MOTOR,GROUNDED
MOTOR,GROUNDED
MOTOR,GROUNDED
MOTOR,GROUNDED
MOTOR,GROUNDED
MOTOR,GROUNDED
FILTER,Not Detected
FILTER,Not Detected
THERMISTOR,REPLACEMENT
TRANSFORMER,Not Detected
TRANSFORMER,Not Detected
TRANSFORMER,Not Detected
TRANSFORMER,Not Detected
TRANSFORMER,Not Detected
TRANSFORMER,Not Detected
TRANSFORMER,Not Detected
TRANSFORMER,Not Detected
Not Detected,LACK OF MATERIALS
FAN MOTOR BELT,BROKEN
ACCESS COVER,BROKEN
VENT DUCTING,CORRODED
VU METER,BROKEN
FILTERS,WORN
FILTERS,WORN
FILTERS,WORN
FILTERS,WORN
FILTERS,WORN
FILTERS,WORN
FILTER,WORN
FILTER,WORN
FILTER,WORN
FILTER,WORN
FILTER,WORN
FILTER,WORN
GASKET,MISSING
BKR TRIPPING,Not Detected
PANELS,CORRODED
Not Detected,HIGH CURRENT FAULTS
CUBE FILTER,REPLACEMENT
Not Detected,Not Detected
VOLUME CONTROL,INOP
DAMPER,INOP
Not Detected,Not Detected
VENT.,Not Detected
ID PLATE,MISSING
RELIEF VLV,Not Detected
RELIEF VLV,POP
RELIEF VLV,Not Detected
RELIEF VLV,Not Detected
RELIEF VLV,Not Detected
RELIEF VLV,Not Detected
ARROWS,MISSING
ACCESS TO DUCTING,Not Detected
DUCT HEATER,CORRODED
FILTERS,NEEDED
DIFFUSER,DAMAGED
VENT SYSTEM,CLEANING
AIR FILTERS,DIRTY
ACCESS COVER,MISSING
Not Detected,DIRT
VAVLES,LEAK
VAVLES,LEAK
VAVLES,LEAK
VAVLES,LEAK
VAVLES,LEAK
VAVLES,LEAK
VALVES,LEAK
VALVES,LEAK
VALVES,LEAK
PERF METAL,MISSING
VENT SYSTEM,CLEANING
PREHEATER,DETERIORATED
VALVE,INOPERABLE
VENT TRANSITION,DETERIORATED
VENT SYSTEM,Not Detected
REHEATER,INOPERABLE
ACCESS COVER,DAMAGED
SUPPLY TERMINAL,MISSING
VENT TRANSITION,DETERIORATED
VENT HEATER,REPLACEMENT
FLOW VALVE,Not Detected
VALVE,SEIZED
VENT SYSTEM,CLEANING
STRAIN INOPT,Not Detected
STRAIN INOPT,Not Detected
STRAIN INOPT,Not Detected
VALVE,LEAKING
HARDWARE,MISSING
REQUIRES,REPLACEMENT
Not Detected,Not Detected
VCP,INOP
VCP,INOP
Not Detected,INSPECTION
Not Detected,INSPECTION
MOTOR,OVERHAUL
MOTOR,OVERHAUL
VALVE,LEAK
FAN SWITCH,DAMAGED
FILTER,DIRTY
FILTER,DIRTY
FILTER,DIRTY
FILTER,DIRTY
FILTER,DIRTY
FILTER,DIRTY
COOLING COIL,CORRODED
COOLING COIL,CORRODED
COOLING COIL,CORRODED
COOLING COIL,CORRODED
Not Detected,Not Detected
Not Detected,GAYLORD
Not Detected,GAYLORD
Not Detected,GAYLORD
Not Detected,GAYLORD
Not Detected,GAYLORD
Not Detected,GAYLORD
Not Detected,GAYLORD
Not Detected,GAYLORD
Not Detected,GAYLORD
Not Detected,GAYLORD
Not Detected,GAYLORD
Not Detected,GAYLORD
Not Detected,GAYLORD
Not Detected,GAYLORD
Not Detected,GAYLORD
Not Detected,GAYLORD
Not Detected,GAYLORD
Not Detected,GAYLORD
TEMP REGULATING VALVE,LEAKING
TEMP REGULATING VALVE,LEAKING
VENTILATION INLET PLENUMS,Not Detected
SUPPLY VENTILATION,INOP
SCREW,STRIPPED
PLENUM,CORRODED
PLENUM,CORRODED
PLENUM,CORRODED
PLENUM,CORRODED
PLENUM,CORRODED
PLENUM,CORRODED
PLENUM,CORRODED
PLENUM,CORRODED
PLENUM,CORROED
PLENUM,CORRODED
PLENUM,CORRODED
PLENUM,CORRODED
PLENUM,CORRODED
PLENUM,CORRODED
PLENUM,CORRODED
PLENUM,CORRODED
PLENUM,CORRODED
AIR FILTERS,DIRTY
SIEZED,Not Detected
SIEZED,Not Detected
SIEZED,Not Detected
SIEZED,Not Detected
SIEZED,Not Detected
SIEZED,Not Detected
SIEZED,Not Detected
SIEZED,Not Detected
SIEZED,Not Detected
HEAT EXCHANGER,LEAKS
VALVES,LEAK
VALVES,LEAK
VALVES,LEAK
VALVES,LEAK
VALVES,LEAK
VALVES,LEAK
VALVES,LEAK
VALVES,LEAK
VALVES,LEAK
VALVES,LEAK
VALVES,LEAK
VALVES,LEAK
VALVES,LEAK
VALVES,LEAK
VALVES,LEAK
VALVES,LEAK
VALVES,LEAK
VALVES,LEAK
VALVES,LEAK
VALVES,LEAK
VALVES,LEAK
VALVES,LEAK
VALVES,LEAK
VALVES,LEAK
VALVES,LEAK
VALVES,LEAK
VALVES,LEAK
Not Detected,Not Detected
Not Detected,Not Detected
Not Detected,Not Detected
Not Detected,Not Detected
Not Detected,Not Detected
Not Detected,Not Detected
Not Detected,Not Detected
Not Detected,Not Detected
Not Detected,Not Detected
Not Detected,Not Detected
COIL,RUPTURED
Not Detected,SEIZED
TIGHT,Not Detected
VLV,LEAKS
VLVS LEAKS,Not Detected
VLVS LEAKS,Not Detected
VLVS LEAKS,Not Detected
VLVS LEAKS,Not Detected
VS STATIONS,INOP
DECK DRAIN MISSING OPERATOR,Not Detected
ACCESS DOOR,BROKEN
AIR FILTER,Not Detected
FAN IMPELLER,INOP
Not Detected,LACK OF ZINC
Not Detected,LACK OF ZINC
Not Detected,LACK OF ZINC
Not Detected,LACK OF ZINC
Not Detected,RODS
FCU ACCESS PANEL,SEIZED
FCA MOTOR,BEYOND REPAIR
AC COMPRESSOR MOTOR,Not Detected
Not Detected,CALIBRATION
Not Detected,Not Detected
RELIEF VLV,PMS
RELIEF VLV,PMS
RELIEF VLV,PMS
RELIEF VLV,PMS
RESTRICTOR,DEGRADED
Not Detected,BROKEN
Not Detected,BROKEN
ARE BROKEN,Not Detected
ARE BROKEN,Not Detected
SOLENOIDS,INOP
SOLENOIDS,INOP
MOTOR,Not Detected
Not Detected,NOT INSTALLED
FAN LABELED INCORRECTLY,Not Detected
FILTERS,DETERIORATED
Not Detected,WORN OUT
Not Detected,WORN OUT
Not Detected,WORN OUT
Not Detected,WORN OUT
Not Detected,WORN OUT
Not Detected,WORN OUT
Not Detected,WORN OUT
Not Detected,WORN OUT
Not Detected,WORN OUT
Not Detected,WORN OUT
PLENUM,DAMAGED
COOLING COIL,OPEN
AIR FILTERS,DIRTY
DIFFUSING TERMINAL,MISSING
COOLING COIL,Not Detected
FAN BYPASS,OPEN
AIR FILTERS,WORN
FILTERS,REQUIRED
FILTERS,Not Detected
Not Detected,BLAST
Not Detected,PAINT
TRAY,RUSTED
TRAY,RUSTED
VALVES,LEAK
VALVES,LEAK
VALVES,LEAK
VALVES,LEAK
VALVES,LEAK
VALVES,LEAK
VALVES,LEAK
VALVES,LEAK
VALVES,LEAK
VALVES,LEAK
VALVES,LEAK
VALVES,LEAK
VAVLES,LEAK
VAVLES,LEAK
VAVLES,LEAK
Not Detected,Not Detected
HARDWARE,CORRODED
FAN IMPELLER,RUSTED
Not Detected,SEIZED
Not Detected,SEIZED
Not Detected,SEIZED
Not Detected,SEIZED
Not Detected,SEIZED
Not Detected,SEIZED
Not Detected,SEIZED
DIFFUSER,MISSING
DIFFUSER,MISSING
VENT SCREEN,MISSING
VENT DIFFUSER,MISSING
CWCV,Not Detected
VALVE,LEAKING
FILTERS,REQUIRED
COMPONENTS,MISSING
COMPONENTS,MISSING
COMPONENTS,MISSING
COMPONENTS,MISSING
ELEMENT,Not Detected
AIR FILTER,Not Detected
CLEAN REHEATER,Not Detected
CLEAN REHEATER,Not Detected
OVERLOAD,INOP
OVERLOAD,INOP
MOTOR,GROUNDED
MOTOR,GROUNDED
LAGGING,DETERIORATED
FCU,INOP
CIRCUIT CARDS,FAULTY
CIRCUIT CARDS,FAULTY
CIRCUIT CARDS,FAULTY
CIRCUIT CARDS,FAULTY
CIRCUIT CARDS,FAULTY
GRIDDLE #,BROKEN
VALVE,TEST
VALVE,TEST
VALVE,TEST
VALVE,TEST
TEE WRENCH,MISSING
Not Detected,Not Detected
Not Detected,HOLES
PLENUM,DAMAGED
AIR FILTERS,DIRTY
FILTERS,Not Detected
FILTERS,Not Detected
FILTERS,Not Detected
FILTERS,Not Detected
FILTERS,Not Detected
FILTERS,Not Detected
FILTERS,Not Detected
RELIEF VALVE,POP
RELIEF VALVE,POP
RELIEF VALVE,POP
RELIEF VALVE,POP
FILTER,REPLACE
CHW VAVLE,MISSING
DEFER PRE HEATER,Not Detected
DEFER COOLING COIL,Not Detected
DEFER COOLING COIL,Not Detected
DEFER COOLING COIL,Not Detected
DEFER COOLING COIL,Not Detected
DEFER COOLING COIL,Not Detected
DEFER COOLING COIL,Not Detected
DEFER COOLING COIL,Not Detected
DEFER COOLING COIL,Not Detected
DEFER COOLING COIL,Not Detected
DEFER COOLING COIL,Not Detected
DEFER COOLING COIL,Not Detected
VENTILATION,INSUFFICIENT
COOLING COIL,DIRTY
VALVE,INOPERABLE
VALVE,INOPERABLE
VALVE,INOPERABLE
COOLING COIL,OPEN
VALVE,INOPERABLE
PLENUM,DAMAGED
COOLING COIL,DETERIORATED
COOLING COIL,DETERIORATED
REHEATER,INOPERABLE
TYPE,INCORRECT
TYPE,INCORRECT
Not Detected,Not Detected
SHEETING,DETERIORATED
SYSTEM,DIRT
SOLENOID VALVE,INOPERABLE
SPEAKER GROUPS,GROUNDED
SPEAKER GROUPS,GROUNDED
SPEAKER GROUPS,GROUNDED
SPEAKER GROUPS,GROUNDED
AIR FILTER,REPLACE
NEED REPLACED,Not Detected
LABEL PLATE,CORRODED
PRESERVATION,SPACE
AT GASKET,LEAKING
AT GASKET,LEAKING
AT GASKET,LEAKING
AT GASKET,LEAKING
AT GASKET,LEAKING
AT GASKET,LEAKING
AT GASKET,LEAKING
AT GASKET,LEAKING
AT GASKET,LEAKING
AT GASKET,LEAKING
FILTER,MISSING
FILTER,MISSING
FAN OUT,Not Detected
ACCESS COVERS,MISSING
CAP ALARM,Not Detected
ACCESS BUTTON,BROKEN
BULKHEAD FAN,INOP
Not Detected,LACK OF AIR FILTERS
